,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
12095,1670,野村 胡堂,58209,銭形平次捕物控 182 尼が紅,新字新仮名,,結城宏,江村秀之,公開,2020-04-10,銭形平次捕物控（九）　全十冊,角川文庫、角川書店,1968（昭和43）年3月30日11版,1968（昭和43）年3月30日11版
12110,1670,野村 胡堂,57207,銭形平次捕物控 200 死骸の花嫁,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-04-19,七人の花嫁　――銭形平次傑作選①,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12120,1670,野村 胡堂,54754,銭形平次捕物控 211 遠眼鏡の殿様,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-04-16,錢形平次捕物全集第二十八卷　遠眼鏡の殿樣,同光社,1954（昭和29）年6月25日,1954（昭和29）年6月25日
12123,1670,野村 胡堂,57214,銭形平次捕物控 213 一と目千両,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-05-07,橋の上の女　――銭形平次傑作選②,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12143,1670,野村 胡堂,57215,銭形平次捕物控 233 鬼の面,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-20,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12145,1670,野村 胡堂,57205,銭形平次捕物控 236 夕立の女,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-23,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12147,1670,野村 胡堂,55701,銭形平次捕物控 237 毒酒薬酒,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-06-23,錢形平次捕物全集第三十四卷　江戸の夜光石,同光社,1954（昭和29）年10月25日,1954（昭和29）年10月25日
12151,1670,野村 胡堂,57203,銭形平次捕物控 239 群盗,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-17,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12158,1670,野村 胡堂,57202,銭形平次捕物控 246 万両分限,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-07-14,銭形平次捕物控　猿回し,毎日新聞社,1999（平成11）年6月10日,1999（平成11）年6月10日
12187,1670,野村 胡堂,54585,銭形平次捕物控 277 和蘭の銀貨,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-12-18,錢形平次捕物全集第三卷　五月人形,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
12193,1670,野村 胡堂,54588,銭形平次捕物控 282 密室,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-12-24,錢形平次捕物全集第四卷　からくり屋敷,同光社磯部書房,1953（昭和28）年5月10日,1953（昭和28）年5月10日
12205,1670,野村 胡堂,57249,銭形平次捕物控 297 花見の留守,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-06-07,鬼の面　――銭形平次傑作選③,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12225,1670,野村 胡堂,54769,銭形平次捕物控 320 お六の役目,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-02-05,錢形平次捕物全集第三十四卷　江戸の夜光石,同光社,1954（昭和29）年10月25日,1954（昭和29）年10月25日
12227,1670,野村 胡堂,55702,銭形平次捕物控 321 橋場の人魚,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-02-08,錢形平次捕物全集第三十四卷　江戸の夜光石,同光社,1954（昭和29）年10月25日,1954（昭和29）年10月25日
12310,67,萩原 朔太郎,46547,易者の哲理,新字旧仮名,,土屋隆,noriko saito,公開,2006-10-27,日本の名随筆82　占,作品社,1989（平成元）年8月25日第1刷,1989（平成元）年8月25日第1刷
12440,67,萩原 朔太郎,50053,僕の孤独癖について,新字新仮名,,sogo,土屋隆,公開,2010-03-27,世界教養全集　別巻1　日本随筆・随想集,平凡社,1963（昭和38）年8月15日再版,1962（昭和37）年11月20日初版
12507,726,長谷川 時雨,47613,きもの,旧字旧仮名,,門田裕志,仙酔ゑびす,公開,2009-02-14,随筆　きもの,実業之日本社,1939（昭和14）年11月7日5版,1939（昭和14）年11月7日5版
12579,88,長谷川 集平,516,こんちりさんのりやく,新字新仮名,長谷川 集平,長谷川集平,,公開,1997-09-03,,,,
12701,291,林 芙美子,46643,蛙,新字旧仮名,,土屋隆,noriko saito,公開,2007-01-31,林芙美子全集　第十五巻,文泉堂出版,1977（昭和52）年4月20日,1977（昭和52）年4月20日
12734,291,林 芙美子,59364,晩菊,新字新仮名,,金子南,中島瑠香,公開,2019-12-31,林芙美子傑作集（一）,新潮文庫、新潮社,1969（昭和44）年10月30日第33刷,1969（昭和44）年10月30日第33刷
12765,1412,林田 清明,52949,夜光虫,新字新仮名,林田 清明,林田清明,林田清明,公開,2011-04-03,,,,
12814,293,原 民喜,4757,永遠のみどり,新字旧仮名,,ジェラスガイ,大野晋,公開,2002-09-22,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12820,293,原 民喜,4748,壊滅の序曲,新字旧仮名,,ジェラスガイ,皆森もなみ,公開,2002-09-20,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12874,293,原 民喜,4755,鎮魂歌,新字旧仮名,,ジェラスガイ,大野晋,公開,2002-09-22,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12882,293,原 民喜,4680,夏の花,新字新仮名,,砂場清隆,noriko saito,公開,2005-08-06,夏の花・心願の国,新潮文庫、新潮社,2000（平成12）年4月25日39刷改版,2004（平成16）年3月25日40刷
12887,293,原 民喜,4747,廃墟から,新字旧仮名,,ジェラスガイ,砂場清隆,公開,2002-09-20,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,1983（昭和58）年9月1日初版第2刷
12896,293,原 民喜,4754,火の唇,新字旧仮名,,ジェラスガイ,大野晋,公開,2002-09-22,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12917,293,原 民喜,4760,魔のひととき,新字旧仮名,,ジェラスガイ,Juki,公開,2002-09-23,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12965,64,樋口 一葉,56880,うつせみ,新字旧仮名,,岡村和彦,青米,公開,2016-10-19,にごりえ・たけくらべ,新潮文庫、新潮社,2005（平成17）年5月20日126刷,2014（平成26）年4月20日129刷
12969,64,樋口 一葉,55668,大つごもり,旧字旧仮名,,万波通彦,猫の手ぴい,公開,2020-11-23,太陽　第二卷三號,博文館,1896（明治29）年2月5日,1896（明治29）年2月5日
12973,64,樋口 一葉,56009,琴の音,旧字旧仮名,,万波通彦,Juki,公開,2013-12-19,文學界　第十二號,　,1893（明治26）年12月,1893（明治26）年12月
12978,64,樋口 一葉,386,十三夜,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12982,64,樋口 一葉,55671,たけくらべ,旧字旧仮名,,万波通彦,猫の手ぴい,公開,2018-05-02,文藝倶樂部第二卷第五編,博文館,1896（明治29）年4月,1896（明治29）年4月
12987,64,樋口 一葉,387,にごりえ,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12990,64,樋口 一葉,4094,軒もる月,新字旧仮名,,もりみつじゅんじ,浅原庸子,公開,2003-04-09,全集樋口一葉　第二巻　小説編二〈復刻版〉,小学館,1996（平成8）年11月10日復刻版第1刷,
12997,64,樋口 一葉,392,ゆく雲,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
13001,64,樋口 一葉,56889,わかれ道,新字旧仮名,,岡村和彦,Juki,公開,2017-05-02,にごりえ・たけくらべ,新潮文庫、新潮社,2005（平成17）年5月20日126刷,2005（平成17）年5月20日126刷
13103,1224,久生 十蘭,46086,無月物語,新字新仮名,,門田裕志,芝裕久,公開,2021-10-06,久生十蘭全集　Ⅱ,三一書房,1992（平成4）年2月29日第1版第8刷,1986（昭和61）年6月30日第1版第6刷
13144,80,平出 修,4144,計画,新字旧仮名,,林幸雄,松永正敏,公開,2003-06-15,定本　平出修集,春秋社,1965（昭和40）年6月15日発行,
13188,221,平林 初之輔,1096,政治的価値と芸術的価値 マルクス主義文学理論の再吟味,旧字旧仮名,,田中亨吾,大野裕,公開,2000-10-20,日本現代文學全集69　プロレタリア文學集,講談社,,
13274,296,福沢 諭吉,50298,人生の楽事,旧字旧仮名,,田中哲郎,小林繁雄,公開,2011-05-07,福澤諭吉全集　第14卷,岩波書店,1970（昭和45）年11月13日再版,1970（昭和45）年11月13日再版
13577,1030,堀 辰雄,55419,恢復期,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-11-27,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13613,1030,堀 辰雄,4802,聖家族,新字新仮名,,kompass,松永正敏,公開,2004-02-25,昭和文学全集　第6巻,小学館,1988（昭和63）年6月1日初版第1刷,1988（昭和63）年6月1日初版第1刷
13618,1030,堀 辰雄,4816,旅の絵,新字新仮名,,kompass,染川隆俊,公開,2004-02-12,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13644,1030,堀 辰雄,4809,花を持てる女,新字新仮名,,kompass,染川隆俊,公開,2004-03-02,幼年時代・晩夏,新潮文庫、新潮社,1987（昭和62）年9月15日38刷,
13662,1030,堀 辰雄,53882,噴水のほとりで――,新字旧仮名,,川山隆,染川隆俊,公開,2012-12-11,日本の名随筆33　水,作品社,1985（昭和60）年7月25日第1刷,1996（平成8）年2月29日第15刷　
13671,1030,堀 辰雄,55423,窓,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-11-30,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13679,1030,堀 辰雄,4813,麦藁帽子,新字新仮名,,kompass,染川隆俊,公開,2004-02-02,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13685,1030,堀 辰雄,4814,燃ゆる頬,新字新仮名,,kompass,染川隆俊,公開,2004-02-02,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13700,1030,堀 辰雄,4815,ルウベンスの偽画,新字新仮名,,kompass,染川隆俊,公開,2004-02-07,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13704,1030,堀 辰雄,47949,炉辺,旧字旧仮名,,tatsuki,染川隆俊,公開,2011-04-20,堀辰雄作品集第四卷,筑摩書房,1982（昭和57）年8月30日初版第1刷,1982（昭和57）年8月30日初版第1刷
13840,183,牧野 信一,45347,鬼涙村,新字旧仮名,,宮元淳一,伊藤時也,公開,2006-10-20,牧野信一全集第五巻,筑摩書房,2002（平成14）年7月20日初版第1刷,2002（平成14）年7月20日初版第1刷
13893,183,牧野 信一,1891,城ヶ島の春,旧字旧仮名,,地田尚,小林繁雄,公開,2002-12-09,「鬼涙村」復刻版,沖積舎,1990（平成2）年11月5日,1990（平成2）年11月5日
13920,183,牧野 信一,45218,西部劇通信,新字旧仮名,,宮元淳一,砂場清隆,公開,2008-06-13,牧野信一全集第三巻,筑摩書房,2002（平成14）年5月20日初版第1刷,2002（平成14）年5月20日初版第1刷
13950,183,牧野 信一,49719,地球儀,新字新仮名,,岡本ゆみ子,noriko saito,公開,2009-10-31,日本文学全集37　牧野信一・梶井基二郎集,集英社,1970（昭和45）年1月5日2版,1981（昭和56）年7月20日6版
14026,183,牧野 信一,4650,文学的自叙伝,旧字旧仮名,,地田尚,小林繁雄,公開,2002-11-26,「鬼涙村」復刻版,沖積舎,1990（平成2）年11月5日,1990（平成2）年11月5日
14057,183,牧野 信一,1893,緑の軍港,旧字旧仮名,,地田尚,小林繁雄,公開,2002-11-26,「鬼涙村」復刻版,沖積舎,1990（平成2）年11月5日,1990（平成2）年11月5日
14248,305,正岡 子規,57876,あきまろに答ふ,新字新仮名,,高瀬竜一,hitsuji,公開,2019-10-14,子規選集　第七巻　子規の短歌革新,増進会出版社,2002（平成14）年4月12日初版第1刷,2002（平成14）年4月12日初版第1刷
14251,305,正岡 子規,3621,犬,新字旧仮名,,渡邉つよし,門田裕志,公開,2001-10-09,日本の名随筆76　犬,作品社,1991（平成3）年9月20日第5刷,
14253,305,正岡 子規,2533,歌よみに与ふる書,新字旧仮名,,網迫、土屋隆,川向直樹,公開,2004-08-24,歌よみに与ふる書,岩波文庫、岩波書店,2002（平成14）年11月15日第26刷,2003（平成15）年9月5日第27刷
14261,305,正岡 子規,1902,九月十四日の朝,旧字旧仮名,,渡邉つよし,浦田伴俊,公開,2000-12-12,日本の名随筆19　秋,作品社,1991（平成3）年9月1日第12刷,
14289,305,正岡 子規,47985,俳人蕪村,新字新仮名,,蒋龍,米田,公開,2011-01-21,日本の文学　15　石川啄木・正岡子規・高浜虚子,中央公論社,1973（昭和48）年7月30日10版,1979（昭和54）年3月15日12版
14291,305,正岡 子規,42167,墓,新字旧仮名,,小林繁雄,門田裕志,公開,2003-09-19,日本の名随筆55　葬,作品社,1990（平成2）年2月10日第4刷,1987（昭和62）年5月25日第1刷
14322,1581,正宗 白鳥,57319,入江のほとり,旧字旧仮名,,山村信一郎,フクポー,公開,2018-10-28,正宗白鳥全集第五卷,福武書店,1983（昭和58）年12月25日,1983（昭和58）年12月25日
14483,218,三木 清,1914,人生論ノート,新字新仮名,,阿部哲也,砂場清隆,公開,2018-01-05,人生論ノート,新潮文庫、新潮社,2012（平成24）年9月5日106刷,2017（平成29）年5月5日111刷
14486,218,三木 清,43291,省察 神の存在、及び人間の霊魂と肉体との区別を論証する、第一哲学についての,新字新仮名,三木 清,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2006-03-07,省察,岩波文庫、岩波書店,1958（昭和33）年12月20日第13刷,
14664,81,宮沢 賢治,50766,イギリス海岸,新字新仮名,,ゆうき,noriko saito,公開,2010-10-24,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14675,81,宮沢 賢治,1926,狼森と笊森、盗森,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-28,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14686,81,宮沢 賢治,46600,蛙のゴム靴,新字新仮名,,蒋龍,noriko saito,公開,2008-12-23,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14700,81,宮沢 賢治,1928,烏の北斗七星,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-28,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14710,81,宮沢 賢治,46606,気のいい火山弾,新字新仮名,,蒋龍,noriko saito,公開,2008-04-10,注文の多い料理店,新潮文庫、新潮社,1995（平成7）年5月30日11刷,2004（平成16）年5月20日29刷
14713,81,宮沢 賢治,43737,銀河鉄道の夜,新字新仮名,,幸野素子,土屋隆,公開,2005-08-26,銀河鉄道の夜,角川文庫、角川書店,1987（昭和62）年3月30日改版50版,1991（平成3）年6月10日改版65版
14729,81,宮沢 賢治,46601,虔十公園林,新字新仮名,,蒋龍,noriko saito,公開,2008-11-20,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14734,81,宮沢 賢治,50762,耕耘部の時計,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14746,81,宮沢 賢治,50763,さいかち淵,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14756,81,宮沢 賢治,43760,鹿踊りのはじまり,新字新仮名,,土屋隆,noriko saito,公開,2005-03-20,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14764,81,宮沢 賢治,46602,十月の末,新字新仮名,,蒋龍,noriko saito,公開,2008-08-03,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日22刷
14773,81,宮沢 賢治,1930,水仙月の四日,新字旧仮名,,あきら,伊藤時也,公開,2003-05-15,宮沢賢治全集8,ちくま文庫、筑摩書房,1986（昭和61）年1月28日第1刷,1998（平成10）年4月1日第16刷
14791,81,宮沢 賢治,50764,台川,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14797,81,宮沢 賢治,46603,谷,新字新仮名,,蒋龍,noriko saito,公開,2008-11-20,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14799,81,宮沢 賢治,50767,種山ヶ原,新字新仮名,,ゆうき,noriko saito,公開,2010-10-24,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14804,81,宮沢 賢治,1927,注文の多い料理店,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-28,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14807,81,宮沢 賢治,43736,『注文の多い料理店』序,新字新仮名,,土屋隆,noriko saito,公開,2005-02-25,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14813,81,宮沢 賢治,1929,月夜のでんしんばしら,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-29,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14833,81,宮沢 賢治,1925,どんぐりと山猫,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-29,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14839,81,宮沢 賢治,46608,楢ノ木大学士の野宿,新字新仮名,,蒋龍,noriko saito,公開,2008-09-28,注文の多い料理店,新潮文庫、新潮社,1995（平成7）年5月30日11刷,2004（平成16）年5月20日29刷
14842,81,宮沢 賢治,46604,二十六夜,新字新仮名,,蒋龍,noriko saito,公開,2009-05-11,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14881,81,宮沢 賢治,50765,二人の役人,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14907,81,宮沢 賢治,43758,山男の四月,新字新仮名,,土屋隆,noriko saito,公開,2005-03-20,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14909,81,宮沢 賢治,46605,やまなし,新字新仮名,,蒋龍,noriko saito,公開,2008-05-24,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14915,81,宮沢 賢治,2543,雪渡り,新字旧仮名,,土屋隆,鈴木厚司,公開,2009-02-08,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,1986（昭和61）年1月28日第1刷
15023,311,宮本 百合子,4132,あとがき（『宮本百合子選集』第二巻）,新字新仮名,,柴田卓治,磐余彦,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
15323,311,宮本 百合子,4044,今年こそは,新字新仮名,,柴田卓治,磐余彦,公開,2003-12-30,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
15946,311,宮本 百合子,2784,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003-03-25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,
16026,311,宮本 百合子,7913,無題（一）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16030,311,宮本 百合子,7929,無題（三）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16037,311,宮本 百合子,4161,無題（二）,新字新仮名,,柴田卓治,磐余彦,公開,2004-04-24,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
16040,311,宮本 百合子,7936,無題（四）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16539,129,森 鴎外,679,寒山拾得,旧字旧仮名,,青空文庫,,公開,1997-10-08,鴎外全集　第十六卷,岩波書店,1973（昭和48）年2月22日,1973（昭和48）年2月22日
16541,129,森 鴎外,43732,寒山拾得縁起,新字新仮名,,佐野良二,伊藤時也,公開,2000-09-12,日本の文学　3　森鴎外（二）,中央公論社,1967（昭和42）年2月4日初版,
16554,129,森 鴎外,687,最後の一句,旧字旧仮名,,青空文庫,,公開,1997-10-08,日本現代文學全集　7　森鴎外集,講談社,1980（昭和55）年5月26日増補改訂版第1刷,1980（昭和55）年5月26日増補改訂版第1刷
16584,129,森 鴎外,692,高瀬舟,旧字旧仮名,,岡島昭浩,小林繁雄,公開,1997-07-07,中央公論　第三十一年第一號,中央公論社,1916（大正5）年1月,1916（大正5）年1月
16587,129,森 鴎外,46234,高瀬舟縁起,新字新仮名,,kompass,土屋隆,公開,2006-04-20,山椒大夫・高瀬舟他四篇,岩波文庫、岩波書店,1967（昭和42）年6月16日第34刷改版、1991（平成3）年12月5日第66刷,1967（昭和42）年6月16日第34刷改版、1995（平成7）年12月5日第74刷
16606,129,森 鴎外,45254,花子,新字新仮名,,土屋隆,川山隆,公開,2008-05-07,カラー版日本文学全集7　森鴎外,河出書房新社,1969（昭和44）年3月30日初版,1969（昭和44）年3月30日初版
16628,129,森 鴎外,58126,舞姫,新字新仮名,,高瀬竜一,岡村和彦,公開,2021-07-09,舞姫,集英社文庫、集英社,2011（平成23）年3月8日第13刷,2011（平成23）年6月6日第14刷
16839,1525,箭内 亙,51921,国訳史記列伝 01 伯夷列伝第一,旧字旧仮名,箭内 亙、箭内 亙,はまなかひとし,みきた,公開,2020-07-17,國譯漢文大成　經子史部第十五卷　史記列傳,東洋文化協會,1955（昭和30）年5月30日複版,1955（昭和30）年5月30日複版
16841,1525,箭内 亙,51918,国訳史記列伝 02 管晏列伝第二,旧字旧仮名,箭内 亙、箭内 亙,はまなかひとし,みきた,公開,2021-07-17,國譯漢文大成　經子史部第十五卷　史記列傳,東洋文化協會,1955（昭和30）年5月30日複版,1955（昭和30）年5月30日複版
16895,1566,柳田 国男,58443,食料名彙,新字新仮名,,フクポー,木下聡,公開,2019-07-31,柳田國男全集20,ちくま文庫、筑摩書房,1990（平成2）年7月31日第1刷,1990（平成2）年7月31日第1刷
17054,1869,山本 周五郎,57495,青べか物語,新字新仮名,,富田晶子,Juki、栗原もなこ,公開,2018-08-16,青べか物語,新潮文庫、新潮社,2006（平成18）年3月20日69刷,2015（平成27）年6月25日80刷
17576,1562,吉川 英治,55252,折々の記,旧字旧仮名,,川山隆,トレンドイースト,公開,2013-09-23,折々の記,六興出版,1953（昭和28）年12月25日初版,
17856,1124,魯迅 ,42939,故郷,新字新仮名,井上 紅梅,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004-04-01,魯迅全集,改造社,1932（昭和7）年11月18日,
17968,162,若山 牧水,4649,みなかみ紀行,旧字旧仮名,,林幸雄,松永正敏,公開,2004-06-03,現代日本紀行文学全集　東日本編,ほるぷ出版,1976（昭和51）年8月1日初版,
